id,date,tmax
1,2020-01-01,5.51000022888184
1,2020-01-02,8.97999954223633
1,2020-01-03,5.53999996185303
1,2020-01-04,1.19000005722046
1,2020-01-05,5.48999977111816
1,2020-01-06,6.26000022888184
1,2020-01-07,5.01000022888184
1,2020-01-08,-0.800000011920929
1,2020-01-09,9.73999977111816
1,2020-01-10,10.1000003814697
1,2020-01-11,4.30000019073486
1,2020-01-12,0.270000010728836
1,2020-01-13,1.14999997615814
1,2020-01-14,5.09999990463257
1,2020-01-15,2.48000001907349
1,2020-01-16,-1.22000002861023
1,2020-01-17,-1.36000001430511
1,2020-01-18,2.49000000953674
1,2020-01-19,-5.46000003814697
1,2020-01-20,-1.26999998092651
1,2020-01-21,-0.629999995231628
1,2020-01-22,1.25
1,2020-01-23,1.57000005245209
1,2020-01-24,3.04999995231628
1,2020-01-25,1.58000004291534
1,2020-01-26,1.48000001907349
1,2020-01-27,1.6599999666214
1,2020-01-28,0.439999997615814
1,2020-01-29,0.319999992847443
1,2020-01-30,0.759999990463257
1,2020-01-31,2.42000007629395
1,2020-02-01,3.42000007629395
1,2020-02-02,12.0100002288818
1,2020-02-03,7.86999988555908
1,2020-02-04,2.78999996185303
1,2020-02-05,-0.100000001490116
1,2020-02-06,-0.560000002384186
1,2020-02-07,2.83999991416931
1,2020-02-08,2.48000001907349
1,2020-02-09,2.44000005722046
1,2020-02-10,1.98000001907349
1,2020-02-11,1.5900000333786
1,2020-02-12,2.08999991416931
1,2020-02-13,-0.5799999833107
1,2020-02-14,-8.72000026702881
1,2020-02-15,0.28999999165535
1,2020-02-16,4.48000001907349
1,2020-02-17,4.05999994277954
1,2020-02-18,3.84999990463257
1,2020-02-19,-1.5900000333786
1,2020-02-20,-4.51000022888184
1,2020-02-21,2.25999999046326
1,2020-02-22,9.35999965667725
1,2020-02-23,12.9099998474121
1,2020-02-24,5.67999982833862
1,2020-02-25,3.33999991416931
1,2020-02-26,0.140000000596046
1,2020-02-27,-0.759999990463257
1,2020-02-28,-1.27999997138977
1,2020-02-29,2.01999998092651
1,2020-03-01,13.3999996185303
1,2020-03-02,9.64999961853027
1,2020-03-03,9.84000015258789
1,2020-03-04,8.17000007629395
1,2020-03-05,10.8900003433228
1,2020-03-06,3.40000009536743
1,2020-03-07,10.3599996566772
1,2020-03-08,18.0900001525879
1,2020-03-09,15.1000003814697
1,2020-03-10,9.60000038146973
1,2020-03-11,6.23999977111816
1,2020-03-12,13.3599996566772
1,2020-03-13,9.55000019073486
1,2020-03-14,4.1100001335144
